,Glottocode,Name,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
2340,gito1238,Gitonga,Atlantic-Congo,toh,Africa,3,-23.8,35.16
2341,gitu1237,Gitua,Austronesian,ggt,Papunesia,0,-6.02,147.49
2342,gitx1241,Gitxsan,Tsimshian,git,North America,2,55.09,-128.08
2343,giya1234,Giya,Pama-Nyungan,,Australia,0,-20.4,148.46
2344,giyu1238,Giyug,Unattested,giy,Australia,0,-13.2,130.09
2345,gize1234,Gizey,Afro-Asiatic,,Africa,0,10.02,15.27
2346,gizr1240,Gizrra,Eastern Trans-Fly,tof,Papunesia,2,-9.18,142.8
2347,glar1241,Glaro-Twabo,Kru,glr,Africa,2,5.23,-7.5
2348,glav1244,Glavda,Afro-Asiatic,glw,Africa,3,11.13,13.87
2349,glio1241,Glio-Oubi,Kru,oub,Africa,0,5.4,-7.51
2350,gnau1240,Gnau,Nuclear Torricelli,gnu,Papunesia,0,-3.59,142.2
2351,goan1235,Goan Konkani,Indo-European,gom,Eurasia,9,15.27,74.21
2352,goar1239,Goaria,Indo-European,gig,Eurasia,0,27.25,68.36
2353,goba1246,Gobasi,East Strickland,goi,Papunesia,3,-6.49,142.2
2354,gobu1238,Gobu,Atlantic-Congo,gox,Africa,0,5.01,20.02
2355,godi1239,Godié,Kru,god,Africa,9,5.39,-5.83
2356,godw1241,Godwari,Indo-European,gdx,Eurasia,4,24.89,72.85
2357,goem1240,Goemai,Afro-Asiatic,ank,Africa,0,8.74,9.72
2358,gofa1235,Gofa,Ta-Ne-Omotic,gof,Africa,0,6.58,37.05
2359,gogo1263,Gogo,Atlantic-Congo,gog,Africa,2,-6.36,35.48
2360,gogo1265,Gogodala,Suki-Gogodala,ggw,Papunesia,0,-8.09,142.87
2361,goka1239,Gokana,Atlantic-Congo,gkn,Africa,4,4.62,7.34
2362,gola1255,Gola,Atlantic-Congo,gol,Africa,9,7.06,-10.81
2363,goli1247,Golin,Nuclear Trans New Guinea,gvf,Papunesia,4,-6.22,144.85
2364,golo1234,Golo,Atlantic-Congo,,Africa,0,7.75,26.85
2365,gone1237,Gone Dau,Austronesian,goo,Papunesia,0,-16.59,178.6
2366,gong1251,Gongduk,Sino-Tibetan,goe,Eurasia,0,27.07,91.17
2367,gonj1241,Gonja,Atlantic-Congo,gjn,Africa,2,8.49,-0.73
2368,gooa1234,Goo,Mande,gov,Africa,0,7.58,-7.56
2369,goon1238,Gooniyandi,Bunaban,gni,Australia,0,-18.41,126.35
2370,gora1261,Gorap,Austronesian,goq,Papunesia,0,2.13,128.26
2371,gora1262,Gorakor,Austronesian,goc,Papunesia,1,-6.86,146.58
2372,goro1259,Gorontalo,Austronesian,gor,Papunesia,5,0.63,122.29
2373,goro1261,Gorovu,Ramu,grq,Papunesia,0,-4.53,144.59
2374,goro1270,Gorowa,Afro-Asiatic,gow,Africa,0,-4.24,35.8
2375,gorr1238,Gor,Central Sudanic,gqr,Africa,2,8.08,17.07
2376,goth1244,Gothic,Indo-European,got,Eurasia,3,46.93,29.98
2377,goun1238,Goundo,Atlantic-Congo,goy,Africa,0,9.47,16.25
2378,gour1243,Gourmanchéma,Atlantic-Congo,gux,Africa,3,11.67,1.28
2379,gowl1241,Gowli,Bookkeeping,gok,Eurasia,0,21.77,77.37
2380,gowl1242,Gowlan,Bookkeeping,goj,Eurasia,0,21.51,77.26
2381,gowr1239,Gowro,Indo-European,gwf,Eurasia,0,35.12,73.12
2382,goza1238,Alamuti,Indo-European,goz,Eurasia,0,36.41,50.7
2383,gran1245,Grangali-Ningalami,Indo-European,nli,Eurasia,2,34.95,70.7
2384,gras1249,Grass Koiari,Koiarian,kbk,Papunesia,3,-9.51,147.44
2385,gree1271,Greek Sign Language,Sign Language,gss,Eurasia,0,38.05,23.38
2386,gree1278,Hagei Gelao,Tai-Kadai,giq,Eurasia,3,22.56,104.7
2387,gren1247,Grenadian Creole English,Indo-European,gcl,North America,0,12.01,-61.7
2388,gres1240,Gresi,Nimboranic,grs,Papunesia,0,-2.72,140.28
2389,grom1238,Groma,Sino-Tibetan,gro,Eurasia,2,27.61,88.85
2390,gron1242,Gronings,Indo-European,gos,Eurasia,4,53.28,6.7
2391,gros1243,Gros Ventre,Algic,ats,North America,0,48.48,-108.74
2392,gser1236,Gser-Rdo,Sino-Tibetan,,Eurasia,2,31.9,100.87
2393,guaa1238,Gua,Atlantic-Congo,gwx,Africa,2,6.52,0.17
2394,guac1239,Guachi,,,South America,0,-19.56,-57.57
2395,guac1240,Guachipas,Unclassifiable,,South America,0,,
2396,guad1242,Guadeloupe-Martinique Creole French,Indo-European,gcf,North America,4,16.3,-61.41
2397,guah1255,Sikuani,Guahiboan,guh,South America,6,5.82,-68.98
2398,guai1237,Guaicurian,,,North America,0,24.17,-110.3
2399,guai1246,Guaicaro,Unclassifiable,,South America,0,,
2400,guaj1256,Guajá,Tupian,gvj,South America,2,-3.94,-46.37
2401,gual1239,Guale,Unattested,,North America,0,,
2402,guam1236,Guamo,,,South America,2,8.24,-67.4
2403,guam1248,Guambiano,Barbacoan,gum,South America,0,2.56,-76.58
2404,guan1266,Khroskyabs,Sino-Tibetan,jiq,Eurasia,8,31.57,101.93
2405,guan1268,Guaná (Paraguay),Lengua-Mascoy,gva,South America,2,-21.98,-58.07
2406,guan1269,Kotiria,Tucanoan,gvc,South America,0,1.08,-69.57
2407,guan1277,Guanche,Afro-Asiatic,gnc,Africa,0,28,-15.5
2408,guar1292,Guarayu,Tupian,gyr,South America,0,-15.82,-61.69
2409,guar1293,Baniva de Maroa,Arawakan,gae,South America,2,1.81,-66.92
2410,guat1249,Guatemalan Sign Language,Sign Language,gsm,North America,0,14.5,-90.57
2411,guat1253,Guató,,gta,South America,0,-17.87,-57.29
2412,guay1257,Guayabero,Guahiboan,guo,South America,0,2.9,-71.84
2413,gube1234,Gubeeher-Gufangor-Gubelor,Atlantic-Congo,,Africa,0,12.53,-16.35
2414,guda1244,Gudang,Pama-Nyungan,xgd,Australia,0,-10.92,142.58
2415,gude1246,Gude,Afro-Asiatic,gde,Africa,4,10.21,13.4
2416,gudj1237,Gudjal,Pama-Nyungan,,Australia,0,-19.44,144.65
2417,gudu1250,Gudu,Afro-Asiatic,gdu,Africa,1,10.12,12.54
2418,gudu1252,Guduf-Gava,Afro-Asiatic,gdf,Africa,3,11.11,13.79
2419,guen1235,Güenoa,Charruan,,South America,0,-33.81,-54.47
2420,guer1241,Central Guerrero Nahuatl,Uto-Aztecan,ngu,North America,10,17.86,-99
2421,guer1243,Guerrero Amuzgo,Otomanguean,amu,North America,0,16.77,-98.19
2422,guev1238,Guevea De Humboldt Zapotec,Otomanguean,zpg,North America,2,16.73,-95.36
2423,guga1239,Gugadj,Pama-Nyungan,ggd,Australia,0,-17.84,141.17
2424,,,,,,,,
2425,gugu1253,Gugu Badhun,Pama-Nyungan,gdc,Australia,0,-18.49,144.46
2426,gugu1254,Gugubera,Pama-Nyungan,kkp,Australia,0,-15.43,141.63
2427,gugu1255,Guugu Yimidhirr,Pama-Nyungan,kky,Australia,0,-14.94,144.83
2428,gugu1256,Roth's Gugu Warra,Pama-Nyungan,wrw,Australia,0,-12.71,142.57
2429,gugu1257,Gugu Mini,Bookkeeping,ggm,Australia,0,,
2430,guhu1244,Guhu-Samane,Nuclear Trans New Guinea,ghs,Papunesia,1,-8,147.23
2431,guia1246,Guianese Creole French,Indo-European,gcr,South America,0,4.95,-52.73
2432,guib1244,Guibian Zhuang,Tai-Kadai,zgn,Eurasia,0,24.3,106.2
2433,guib1245,Guibei Zhuang,Tai-Kadai,zgb,Eurasia,0,24.9,108.1
2434,guib1246,Guiberoua Béte,Kru,bet,Africa,2,6.14,-6.51
2435,guil1236,Güilá Zapotec,Otomanguean,ztu,North America,0,16.88,-96.46
2436,guin1250,Guinean Sign Language,Sign Language,gus,Africa,0,9.55,-13.67
2437,guin1254,Guinea Kpelle,Mande,gkp,Africa,0,7.93,-8.99
2438,guin1258,Guinau,Arawakan,,South America,0,4.8,-64.74
2439,guin1260,Guinea-Bissau Sign Language,Sign Language,lgs,Africa,0,11.86,-15.59
2440,guiq1238,Guiqiong,Sino-Tibetan,gqi,Eurasia,0,30.48,102.13
2441,guja1252,Gujarati,Indo-European,guj,Eurasia,6,22.69,71.1
2442,guja1253,Gujari,Indo-European,gju,Eurasia,5,33.7,75.11
2443,gula1265,Gula Iro,Atlantic-Congo,glj,Africa,5,10.27,19.54
2444,gula1266,Gula (Central African Republic),Central Sudanic,kcm,Africa,13,9.49,23.38
2445,gula1268,Gulay,Central Sudanic,gvl,Africa,2,9.07,17.32
2446,gula1269,Gula (Chad),Central Sudanic,glu,Africa,0,10.3,19.22
2447,gula1270,Gula'alaa,Austronesian,gmb,Papunesia,0,-8.75,161.02
2448,gule1241,Gule,,gly,Africa,0,11.83,33.69
2449,gulf1241,Gulf Arabic,Afro-Asiatic,afb,Eurasia,8,30.17,47.5
2450,gulf1242,Gulf Coast French,Indo-European,,North America,0,30.38,-89.27
2451,guli1244,Guliguli,Bookkeeping,gli,Papunesia,0,-8.1,157.56
2452,gull1241,Sea Island Creole English,Indo-European,gul,North America,0,33.66,-79.6
2453,gulu1236,Gulunggulu,Unattested,,Australia,0,,
2454,guma1253,Gumatj,Pama-Nyungan,gnn,Australia,1,-12.25,136.83
2455,guma1254,Gumawana,Austronesian,gvs,Papunesia,0,-9.28,150.76
2456,guma1255,Gumalu,Nuclear Trans New Guinea,gmu,Papunesia,0,-5.22,145.62
2457,gumu1244,Northern Gumuz,Gumuz,guk,Africa,19,11.05,35.93
2458,gund1247,Gundi,Atlantic-Congo,gdi,Africa,0,3.69,17.3
2459,gung1248,Gungabula,Pama-Nyungan,gyf,Australia,0,-25.69,148.6
2460,gung1250,Gungu,Atlantic-Congo,rub,Africa,0,2.07,31.48
2461,gunn1250,Gun,Atlantic-Congo,guw,Africa,0,6.49,2.77
2462,gunt1241,Warta Thuntai,Yam,gnt,Papunesia,5,-8.81,141.25
2463,gunw1252,Bininj Kun-Wok,Gunwinyguan,gup,Australia,8,-12.34,133.36
2464,guny1241,Gunya,Pama-Nyungan,gyy,Australia,0,-27.06,145.86
2465,gupa1247,Gupapuyngu,Pama-Nyungan,guf,Australia,6,-12.29,135.34
2466,gupa1248,Gupa,Atlantic-Congo,gpa,Africa,0,8.21,6.69
2467,gura1251,Gurani,Indo-European,hac,Eurasia,7,36.84,44.5
2468,gura1252,Guragone,Maningrida,gge,Australia,0,-12.67,134.1
2469,gura1254,Guramalum,Austronesian,grz,Papunesia,0,-4.27,152.93
2470,gurd1238,Gurdjar,Pama-Nyungan,gdj,Australia,0,-17.17,141.15
2471,gure1255,Gureng Gureng,Pama-Nyungan,gnr,Australia,1,-25.39,151.18
2472,gurg1240,Gurgula,Indo-European,ggg,Eurasia,0,25.74,68.56
2473,gurg1241,Gurgani,Indo-European,,Eurasia,0,36.83,54.43
2474,guri1247,Gurindji,Pama-Nyungan,gue,Australia,2,-17.03,130.38
2475,guri1248,Muno,,grx,Papunesia,0,-3.57,141.6
2476,guri1249,Gurindji Kriol,Mixed Language,gjr,Australia,0,-17.45,130.83
2477,gurm1246,Gurmana,Atlantic-Congo,gvm,Africa,0,10.15,6.79
2478,guro1248,Guro,Mande,goa,Africa,0,7.35,-6.31
2479,guru1261,Gurung,Sino-Tibetan,gvr,Eurasia,7,27.42,86.29
2480,guru1271,Guruntum-Mbaaru,Afro-Asiatic,grd,Africa,7,9.87,10.16
2481,gusa1246,Gusan,Nuclear Trans New Guinea,gsn,Papunesia,0,-6.29,146.68
2482,gusi1246,Gusilay,Atlantic-Congo,gsl,Africa,0,12.78,-16.5
2483,gusi1247,Gusii,Atlantic-Congo,guz,Africa,0,-0.79,34.77
2484,guti1235,Gutian,Unclassifiable,,Eurasia,0,,
2485,gutn1238,Archaic Gutnish,Indo-European,,Eurasia,2,57.95,19.16
2486,guwa1242,Guwa,Pama-Nyungan,xgw,Australia,0,-21.35,142.52
2487,guwa1243,Guwamu,Pama-Nyungan,gwu,Australia,0,-27.83,148.87
2488,guwa1244,Guwar,Pama-Nyungan,,Australia,0,-27.17,153.4
2489,guya1249,Guyani,Pama-Nyungan,gvy,Australia,0,-29.77,137.39
2490,guya1250,Guyambal,Pama-Nyungan,,Australia,0,-29.1,151
2491,guya1251,Guya,Nuclear Trans New Guinea,gka,Papunesia,0,-5.7,146.45
2492,guya1253,Guyana Sign Language,Sign Language,,South America,0,6.8,-58.15
2493,gvok1239,Gvoko,Afro-Asiatic,ngs,Africa,0,10.99,13.75
2494,gwaa1239,Gwa,Atlantic-Congo,gwb,Africa,0,10.31,9.11
2495,gwah1244,Gwahatike,Nuclear Trans New Guinea,dah,Papunesia,5,-5.65,146.46
2496,gwam1244,Gwamhi-Wuri,Atlantic-Congo,bga,Africa,2,11.81,5.08
2497,gwan1268,Gwandara,Afro-Asiatic,gwn,Africa,6,9.2,7.5
2498,gwar1240,Gwara,Atlantic-Congo,,Africa,0,9.49,7.88
2499,gwed1239,Gweda,Austronesian,grw,Papunesia,0,-10.22,150.42
2500,gwen1239,Gweno,Atlantic-Congo,gwe,Africa,0,-3.68,37.68
2501,gwer1238,Gwere,Atlantic-Congo,gwr,Africa,0,1.11,33.82
2502,gwic1235,Gwich'in,Athabaskan-Eyak-Tlingit,gwi,North America,2,67.43,-142.96
2503,gwii1239,/Gwi,Khoe-Kwadi,gwj,Africa,1,-22.27,21.94
2504,gyel1242,Gyele,Atlantic-Congo,gyi,Africa,0,2.47,10.25
2505,gyem1238,Gyem,Atlantic-Congo,gye,Africa,0,10.41,9.24
2506,haaa1252,Ha,Atlantic-Congo,haq,Africa,0,-3.78,30.49
2507,habu1241,Habu,Austronesian,hbu,Papunesia,0,-8.77,125.97
2508,hach1239,Hachijo,Japonic,,Eurasia,0,33.11,139.79
2509,hadi1240,Hadiyya,Afro-Asiatic,hdy,Africa,2,7.57,37.76
2510,hado1235,Hadothi,Indo-European,hoj,Eurasia,2,24.85,75.84
2511,hadr1235,Hadrami,Afro-Asiatic,xhd,Eurasia,0,15.53,47.6
2512,hadr1236,Hadrami Arabic,Afro-Asiatic,ayh,Eurasia,0,15.45,48.65
2513,hadz1240,Hadza,,hts,Africa,0,-3.83,35.05
2514,haek1239,Haeke,Austronesian,aek,Papunesia,0,-21.07,164.87
2515,haho1237,Hahon,Austronesian,hah,Papunesia,3,-5.59,154.8
2516,haig1237,Haigwai,Austronesian,hgw,Papunesia,2,-10.27,150.26
2517,hain1253,Hainyaxo Bozo,Mande,bzx,Africa,0,13.87,-5.65
2518,haio1238,Hai//om-Akhoe,Khoe-Kwadi,hgm,Africa,3,-19.76,17.03
2519,haip1238,Haiphong Sign Language,Sign Language,haf,Eurasia,0,20.85,106.69
2520,hais1244,Haisla,Wakashan,has,North America,2,53.96,-128.6
2521,hait1241,Haitian Vodoun Culture Language,Unclassifiable,hvc,North America,0,18.91,-72.39
2522,hait1244,Haitian,Indo-European,hat,North America,2,18.8,-72.14
2523,hait1245,Haitian Sign Language,Sign Language,,North America,0,18.54,-72.28
2524,haji1235,Haji,Austronesian,hji,Papunesia,0,-5.08,104.71
2525,,,,,,,,
2526,hajo1238,Hajong,Indo-European,haj,Eurasia,0,25.51,89.86
2527,haka1240,Haka Chin,Sino-Tibetan,cnh,Eurasia,3,22.87,92.82
2528,hakk1236,Hakka Chinese,Sino-Tibetan,hak,Eurasia,21,25,116
2529,hako1237,Hakö,Austronesian,hao,Papunesia,1,-5.07,154.59
2530,hala1252,Halang,Austroasiatic,hal,Eurasia,0,14.79,107.46
2531,hala1253,Halang Doan,Austroasiatic,hld,Eurasia,0,14.97,107.86
2532,halb1244,Halbi,Indo-European,hlb,Eurasia,9,20.31,81.37
2533,halh1238,Halh Mongolian,Mongolic-Khitan,khk,Eurasia,5,48.32,106.29
2534,hali1244,Halia,Austronesian,hla,Papunesia,4,-5.27,154.66
2535,halk1245,Halkomelem,Salishan,hur,North America,24,49.25,-122.44
2536,hama1240,Hamap,Timor-Alor-Pantar,hmu,Papunesia,0,-8.27,124.52
2537,hama1241,Ham,Afro-Asiatic,,Africa,0,9.95,15.59
2538,hamb1239,Hamba NW of Nachingwea south of Mbemkuru River,Unclassifiable,,Africa,0,,
2539,hamb1245,Hamba de Lomela,Atlantic-Congo,hba,Africa,0,-2.49,24.23
2540,hame1242,Hamer-Banna,South Omotic,amf,Africa,0,5.07,36.52
2541,hamt1247,Hamtai,Angan,hmt,Papunesia,5,-7.55,146.23
2542,hang1258,Hanga,Atlantic-Congo,hag,Africa,7,9.34,-1.58
2543,hang1260,Hangaza,Atlantic-Congo,han,Africa,0,-2.52,30.71
2544,hang1263,Hanga Hundi,Ndu,wos,Papunesia,0,-3.9,142.85
2545,hani1248,Hani,Sino-Tibetan,hni,Eurasia,9,22.68,102.85
2546,hann1241,Han,Athabaskan-Eyak-Tlingit,haa,North America,2,64.5,-140.35
2547,hano1243,Hanoi Sign Language,Sign Language,hab,Eurasia,0,21.02,105.83
2548,hano1246,Hano,Austronesian,lml,Papunesia,0,-15.54,168.17
2549,hanu1241,Hanunoo,Austronesian,hnn,Papunesia,4,12.42,121.22
2550,hara1258,Haraza,Nubian,,Africa,0,15.08,30.42
2551,hara1271,Harari,Afro-Asiatic,har,Africa,0,9.3,42.13
2552,hara1272,Harappan,Unattested,xiv,Eurasia,0,30.61,72.89
2553,hari1246,Indo-Aryan Kinnauri,Indo-European,kjo,Eurasia,0,31.78,77.06
2554,haro1237,Haroi,Austronesian,hro,Eurasia,0,13.22,109
2555,hars1241,Harsusi,Afro-Asiatic,hss,Eurasia,0,19.65,56.16
2556,haru1244,Haruku,Austronesian,hrk,Papunesia,4,-3.57,128.48
2557,haru1245,Haruai,Piawi,tmd,Papunesia,3,-5.1,144.34
2558,hary1238,Haryanvi,Indo-European,bgc,Eurasia,4,29.02,76.04
2559,harz1239,Harzani-Kilit,Indo-European,hrz,Eurasia,2,38.43,48.28
2560,hash1238,Hasha,Atlantic-Congo,ybj,Africa,0,9.14,8.66
2561,hass1238,Hassaniyya,Afro-Asiatic,mey,Africa,0,18.29,-14.11
2562,hata1243,Hatam,Hatam-Mansim,had,Papunesia,5,-1.14,134.04
2563,hatt1246,Hattic,,xht,Eurasia,0,40.4,34.6
2564,haun1238,Hauna Trade Language,Pidgin,,Papunesia,0,-4.29,141.63
2565,haus1240,Haush,Chonan,,South America,0,-54.7,-65.5
2566,haus1246,Hausa Sign Language,Sign Language,hsl,Africa,0,8.49,7.17
2567,haus1257,Hausa,Afro-Asiatic,hau,Africa,19,11.15,8.78
2568,hava1248,Havasupai-Walapai-Yavapai,Cochimi-Yuman,yuf,North America,3,35.63,-113.39
2569,have1241,Haveke,Austronesian,hvk,Papunesia,0,-21.02,164.75
2570,havu1238,Havu,Atlantic-Congo,hav,Africa,0,-2,28.86
2571,hawa1235,Hawai'i Sign Language,Sign Language,hps,Papunesia,0,21.63,-158
2572,hawa1245,Hawaiian,Austronesian,haw,Papunesia,0,19.63,-155.43
2573,hawa1247,Hawai'i Creole English,Indo-European,hwc,Papunesia,0,19.63,-155.44
2574,hawk1239,Hawkesbury,Pama-Nyungan,xda,Australia,0,-33.11,150.5
2575,haya1250,Haya,Atlantic-Congo,hay,Africa,9,-1.71,31.48
2576,haza1239,Hazaragi,Indo-European,haz,Eurasia,0,33.37,64.51
2577,hbru1241,Drugchu,Sino-Tibetan,,Eurasia,3,33.72,104.4
2578,hdii1240,Hdi,Afro-Asiatic,xed,Africa,1,10.94,13.69
2579,hebr1245,Modern Hebrew,Afro-Asiatic,heb,Eurasia,2,31.11,35.02
2580,hehe1240,Hehe,Atlantic-Congo,heh,Africa,0,-7.72,35.73
2581,heib1243,Ebang,Heibanic,hbn,Africa,0,11.29,30.53
2582,heil1246,Heiltsuk-Oowekyala,Wakashan,hei,North America,4,51.7,-127.22
2583,hela1238,Lamjung-Melamchi Yolmo,Sino-Tibetan,scp,Eurasia,4,27.92,85.63
2584,helo1243,Helong,Austronesian,heg,Papunesia,3,-10.26,123.38
2585,hema1238,Hema,Atlantic-Congo,nix,Africa,0,1.05,30.09
2586,hemb1242,Hemba-Yazi,Atlantic-Congo,hem,Africa,0,-7.77,27.59
2587,herd1236,Herde,Afro-Asiatic,hed,Africa,0,9.14,14.93
2588,here1253,Herero,Atlantic-Congo,her,Africa,1,-21.02,20.57
2589,herm1237,Hermit,Austronesian,llf,Papunesia,0,-1.53,145.07
2590,hert1241,Hertevin,Afro-Asiatic,hrt,Eurasia,3,37.37,42.52
2591,hewa1241,Hewa,Sepik,ham,Papunesia,4,-5.04,142.55
2592,heyo1240,Heyo,Nuclear Torricelli,auk,Papunesia,0,-3.83,142.47
2593,hezh1244,Hezhou,Sino-Tibetan,,Eurasia,0,35.59,103.2
2594,hibi1243,Hibito,Hibito-Cholon,hib,South America,0,-6.58,-77.7
2595,hida1246,Hidatsa,Siouan,hid,North America,0,47.33,-102
2596,hier1240,Hieroglyphic Luwian,Indo-European,hlu,Eurasia,0,40.02,34.62
2597,higa1237,Higaonon,Austronesian,mba,Papunesia,0,8.61,125.07
2598,high1242,Highland Oaxaca Chontal,Tequistlatecan,chd,North America,0,16.18,-95.73
2599,high1243,Highland Totonac,Totonacan,tos,North America,6,20.38,-97.62
2600,high1275,Highland Konjo,Austronesian,kjk,Papunesia,0,-5.27,119.93
2601,high1276,Highland Popoluca,Mixe-Zoque,poi,North America,0,18.2,-94.91
2602,high1278,Highland Puebla Nahuatl,Uto-Aztecan,azz,North America,0,20.16,-97.56
2603,hija1235,Hijazi Arabic,Afro-Asiatic,acw,Eurasia,4,22.83,38.92
2604,hiju1238,Hijuk,Atlantic-Congo,hij,Africa,0,4.4,10.91
2605,hili1240,Hiligaynon,Austronesian,hil,Papunesia,4,10.4,122.97
2606,hima1247,Himarimã,Unattested,hir,South America,0,-6.25,-64.7
2607,hind1267,Hinduri,Indo-European,hii,Eurasia,0,31.02,77.14
2608,hind1269,Hindi,Indo-European,hin,Eurasia,5,25,77
2609,hind1273,Hindeloopen-Molkwerum Frisian,Indo-European,,Eurasia,0,52.94,5.4
2610,hinu1240,Hinuq,Nakh-Daghestanian,gin,Eurasia,0,42.45,45.81
2611,hiri1235,Trading Eleman,Pidgin,,Papunesia,0,-8.32,146.23
2612,hiri1236,Trading Koriki,Pidgin,,Papunesia,0,-7.78,144.91
2613,hiri1237,Hiri Motu,Pidgin,hmo,Papunesia,2,-9.33,147.08
2614,hitt1242,Hittite,Indo-European,hit,Eurasia,0,40,35
2615,hitu1239,Hitu,Austronesian,htu,Papunesia,5,-3.57,128.19
2616,hiww1237,Hiw,Austronesian,hiw,Papunesia,0,-13.13,166.58
2617,hixk1239,Hixkaryána,Cariban,hix,South America,2,-0.16,-58.8
2618,hlai1239,Hlai,Tai-Kadai,lic,Eurasia,4,18.81,109.46
2619,hlep1236,Hlepho Phowa,Sino-Tibetan,yhl,Eurasia,0,23.59,103.73
2620,hler1235,Hlersu,Sino-Tibetan,hle,Eurasia,0,24.4,101.4
2621,hmar1241,Hmar,Sino-Tibetan,hmr,Eurasia,2,24.75,93.55
2622,hmon1263,Hmong Don,Hmong-Mien,hmf,Eurasia,0,21.52,104.59
2623,hmon1264,Hmong Njua,Hmong-Mien,hnj,Eurasia,0,22.56,101.95
2624,hmon1331,Sinicized Miao,Hmong-Mien,hmz,Eurasia,0,23.23,105.08
2625,hmon1332,Hmong Dô,Hmong-Mien,hmv,Eurasia,0,22.8,104.18
2626,,,,,,,,
2627,hmon1333,Hmong Daw,Hmong-Mien,mww,Eurasia,4,21.55,103.16
2628,hmon1338,Hmong Njua (Retired),Bookkeeping,blu,,0,,
2629,hmwa1243,Hmwaveke,Austronesian,mrk,Papunesia,0,-20.92,164.77
2630,hoaa1235,Amkoe,Kxa,huc,Africa,3,-23.93,24.7
2631,hoav1238,Hoava,Austronesian,hoa,Papunesia,0,-8.2,157.59
2632,hoby1242,Hobyót,Afro-Asiatic,hoh,Eurasia,0,17.22,52.83
2633,hoch1237,Ho Chi Minh City Sign Language,Sign Language,hos,Eurasia,0,10.79,106.68
2634,hoch1243,Ho-Chunk,Siouan,win,North America,2,43.5,-88.5
2635,hoia1235,Hoia Hoia-Ukusi-Koperami,Anim,hhi,Papunesia,0,-7.82,143.7
2636,holi1239,Holiya,Dravidian,hoy,Eurasia,0,21.53,79.92
2637,holi1241,Holikachuk,Athabaskan-Eyak-Tlingit,hoi,North America,0,62.73,-159.83
2638,holm1250,Holma,Afro-Asiatic,hod,Africa,0,9.97,13.2
2639,holo1240,Holoholo,Atlantic-Congo,hoo,Africa,0,-5.38,28.33
2640,holu1245,Holu,Atlantic-Congo,hol,Africa,2,-8.15,17.57
2641,homa1239,Homa,Atlantic-Congo,hom,Africa,0,4.98,28
2642,homs1234,Western Armenian,Indo-European,hyw,Eurasia,44,40.19,44.48
2643,hond1239,Honduras Sign Language,Sign Language,hds,North America,0,14.62,-87.22
2644,hone1235,Hõne,Atlantic-Congo,juh,Africa,2,9.8,10.92
2645,hong1241,Hong Kong-Macau Sign Language,Sign Language,hks,Eurasia,0,22.16,113.56
2646,honi1244,Honi,Sino-Tibetan,how,Eurasia,1,23.21,101.89
2647,hooo1248,Ho,Austroasiatic,hoc,Eurasia,2,23.96,87.12
2648,hopi1249,Hopi,Uto-Aztecan,hop,North America,3,35.77,-110.53
2649,hora1238,Horace Holden's Pidgin Tobi,Pidgin,,Papunesia,0,3.01,131.17
2650,horn1235,Horned Miao,Hmong-Mien,hrm,Eurasia,0,26.8,104.9
2651,horo1245,Horom,Atlantic-Congo,hoe,Africa,0,9.06,8.98
2652,horo1247,Horo,Central Sudanic,hor,Africa,0,9.24,18.38
2653,horp1239,Stau-Dgebshes,Sino-Tibetan,ero,Eurasia,6,31.1,101.72
2654,horu1241,Horuru,Bookkeeping,hrr,Papunesia,0,-3.13,129.39
2655,hote1245,Hote,Austronesian,hot,Papunesia,2,-7.08,146.87
2656,hoti1237,Hoti of East Seram,Austronesian,hti,Papunesia,0,-3.01,130.17
2657,hott1234,Hottentot Dutch,Pidgin,,Africa,0,,
2658,hovo1239,Hobongan,Austronesian,hov,Papunesia,2,0.98,113.9
2659,hoxa1234,Hoxa,Unclassifiable,,South America,0,,
2660,hoya1235,Hoyahoya-Matakaia,Anim,hhy,Papunesia,0,-7.79,143.28
2661,hozo1236,Hozo,Blue Nile Mao,hoz,Africa,0,9.39,34.6
2662,hpon1238,Hpon,Sino-Tibetan,hpo,Eurasia,2,24.46,97.11
2663,hran1239,Hrangkhol,Sino-Tibetan,hra,Eurasia,1,24.46,93.35
2664,hree1244,Hre,Austroasiatic,hre,Eurasia,3,14.63,108.69
2665,hrus1242,Hruso,,hru,Eurasia,2,27.27,92.63
2666,huaa1248,East Taa,Tuu,nmn,Africa,0,-24.2,20.8
2667,huac1244,Huachipaeri,Harakmbut,hug,South America,4,-13.32,-71.23
2668,hual1241,Huallaga Huánuco Quechua,Quechuan,qub,South America,0,-9.57,-75.59
2669,huam1247,Huambisa,Chicham,hub,South America,0,-3.99,-77.98
2670,huam1248,Huamalíes-Dos de Mayo Huánuco Quechua,Quechuan,qvh,South America,3,-9.16,-76.34
2671,huar1255,Huarijio,Uto-Aztecan,var,North America,2,27.87,-108.44
2672,huas1242,Huastec,Mayan,hus,North America,0,21.62,-98.5
2673,huas1255,"Huastec, San Luís Potosí",Bookkeeping,hva,North America,0,21.35,-98.23
2674,huas1256,"Huastec, Southeastern",Bookkeeping,hsf,North America,0,21.35,-98.23
2675,huau1237,Huaulu,Austronesian,hud,Papunesia,0,-2.96,129.2
2676,huau1238,Huautla Mazatec,Otomanguean,mau,North America,2,18.26,-96.72
