,Glottocode,Name,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
4065,lewo1244,Lewotobi,Austronesian,lwt,Papunesia,0,-8.55,122.75
4066,leyi1238,Leyigha,Atlantic-Congo,ayi,Africa,0,5.99,8.21
4067,lezg1247,Lezgian,Nakh-Daghestanian,lez,Eurasia,8,41.52,47.9
4068,lhok1238,Lhokpu,Sino-Tibetan,lhp,Eurasia,0,26.91,89.31
4069,lhom1239,Lhomi,Sino-Tibetan,lhm,Eurasia,0,27.59,87.72
4070,liab1237,Liabuku,Austronesian,lix,Papunesia,0,-5.32,122.7
4071,lian1251,Liangmai Naga,Sino-Tibetan,njn,Eurasia,0,25.16,93.54
4072,lian1252,Lianshan Zhuang,Tai-Kadai,zln,Eurasia,0,24.5,112.05
4073,lian1255,Liana-Seti,Austronesian,ste,Papunesia,3,-3.12,129.9
4074,lian1256,Lianmin Yao,Tai-Kadai,,Eurasia,0,26.94,110.16
4075,lian1258,Lianghe Achang,Sino-Tibetan,,Eurasia,0,24.75,98.3
4076,libe1240,Kru Pidgin English,Pidgin,lir,Africa,0,6.42,-10.53
4077,libe1247,Liberia Kpelle,Mande,xpe,Africa,0,6.92,-9.96
4078,libi1244,Libinza,Atlantic-Congo,liz,Africa,3,1.98,18.89
4079,libi1250,Libido,Afro-Asiatic,liq,Africa,0,8.1,38.5
4080,liby1235,Libyan Sign Language,Sign Language,lbs,Africa,0,29.51,17.57
4081,liby1240,Libyan Arabic,Afro-Asiatic,ayl,Africa,4,22,15
4082,ligb1244,Ligbi,Mande,lig,Africa,6,7.94,-2.56
4083,lige1238,Ligenza,Atlantic-Congo,lgz,Africa,4,2.86,22.49
4084,ligh1234,Light Warlpiri,Mixed Language,,Australia,0,,
4085,ligu1248,Ligurian,Indo-European,lij,Eurasia,2,44.08,7.91
4086,lihi1237,Lihir,Austronesian,lih,Papunesia,0,-3.19,152.61
4087,liji1238,Lijili,Atlantic-Congo,mgi,Africa,0,8.52,8.36
4088,lika1243,Liko,Atlantic-Congo,lik,Africa,3,2.14,27.61
4089,liki1240,Balobo,Atlantic-Congo,lie,Africa,0,1.75,19.02
4090,liki1241,Liki,Austronesian,lio,Papunesia,0,-1.61,138.73
4091,liku1242,Likuba,Atlantic-Congo,kxx,Africa,0,-1.28,16.47
4092,liku1243,Likum,Austronesian,lib,Papunesia,0,-2.16,146.69
4093,likw1239,Likwala,Atlantic-Congo,kwc,Africa,0,-0.49,16.6
4094,lila1246,Lilau,Bogia,lll,Papunesia,0,-4.35,144.99
4095,lill1248,Lillooet,Salishan,lil,North America,2,50.73,-122.04
4096,lima1246,Limassa,Atlantic-Congo,bme,Africa,0,2.27,16.19
4097,limb1263,Limburgan,Indo-European,lim,Eurasia,9,51.02,5.88
4098,limb1266,Limbu,Sino-Tibetan,lif,Eurasia,4,27.27,87.89
4099,limb1268,Limbum,Atlantic-Congo,lmp,Africa,3,6.59,10.98
4100,limi1243,Limi,Sino-Tibetan,ylm,Eurasia,0,24.47,100.07
4101,limo1248,Limos Kalinga,Austronesian,kmk,Papunesia,0,17.61,121.38
4102,limo1249,Limonese Creole,Indo-European,qlm,North America,0,9.96,-83.09
4103,limo1250,Limousin,Bookkeeping,lms,,0,,
4104,lind1248,Tado-Lindu,Austronesian,klw,Papunesia,2,-1.36,120.06
4105,ling1242,Mediterranean Lingua Franca,Pidgin,pml,Africa,0,33.86,10.85
4106,ling1261,Lingaayat,Bookkeeping,,Eurasia,0,,
4107,ling1262,Western Ong-Be,Tai-Kadai,onb,Eurasia,7,19.89,109.69
4108,ling1263,Kinshasa Lingala,Atlantic-Congo,lin,Africa,0,-4.41,15.29
4109,ling1265,Neverver,Austronesian,lgk,Papunesia,0,-16.2,167.5
4110,ling1267,Lingua Franca Nova,Artificial Language,lfn,North America,0,,
4111,ling1271,Língua de sinais Fortalezinha,Sign Language,,South America,0,-0.63,-47.54
4112,ling1272,Língua de sinais de Caiçara,Sign Language,,South America,0,-6.77,-39.17
4113,ling1273,Língua de sinais do Uiramutã,Sign Language,,South America,0,4.6,-60.16
4114,lioo1240,Li'o,Austronesian,ljl,Papunesia,2,-8.69,121.83
4115,lipa1241,Lipan Apache,Athabaskan-Eyak-Tlingit,apl,North America,0,33.27,-105.82
4116,lipo1242,Lipo,Sino-Tibetan,lpo,Eurasia,0,25.23,101.3
4117,lisa1239,Lisabata-Nuniali,Austronesian,lcs,Papunesia,4,-2.87,128.26
4118,lise1239,Lisela,Austronesian,lcl,Papunesia,2,-3.27,126.98
4119,lish1235,Khispi,Sino-Tibetan,lsh,Eurasia,0,27.37,92.24
4120,lish1245,Lishanid Noshan,Afro-Asiatic,aij,Eurasia,12,36.21,44.07
4121,lish1246,Lishán Didán,Afro-Asiatic,trg,Eurasia,7,36.23,44.37
4122,lish1247,Lishana Deni,Afro-Asiatic,lsd,Eurasia,10,31.77,35.22
4123,lisu1250,Lisu,Sino-Tibetan,lis,Eurasia,6,26.91,98.94
4124,lite1248,Classical Chinese,Sino-Tibetan,lzh,Eurasia,0,34.09,109.05
4125,lith1236,Lithuanian Sign Language,Sign Language,lls,Eurasia,0,55.25,23.88
4126,lith1251,Lithuanian,Indo-European,lit,Eurasia,9,55.14,23.96
4127,lito1235,Litoka,Atlantic-Congo,,Africa,0,2.69,19.24
4128,litz1237,Naman,Austronesian,lzl,Papunesia,0,-16.13,167.41
4129,liuj1238,Liujiang Zhuang,Tai-Kadai,zlj,Eurasia,0,24.2,109.25
4130,liuq1235,Liuqian Zhuang,Tai-Kadai,zlq,Eurasia,0,24.1,109.75
4131,livv1243,Livvi,Uralic,olo,Eurasia,0,61.66,29.07
4132,livv1244,Liv,Uralic,liv,Eurasia,2,57.57,22.03
4133,lizu1234,Lizu,Sino-Tibetan,,Eurasia,3,28.33,101.35
4134,loar1234,Loarki,Bookkeeping,lrk,Eurasia,0,26.09,68.72
4135,loba1239,Lobala,Atlantic-Congo,loq,Africa,3,2.05,18.37
4136,lobi1245,Lobi,Atlantic-Congo,lob,Africa,1,9.96,-3.34
4137,lodh1246,Lodhi,Indo-European,lbm,Eurasia,0,20.9,84.95
4138,logb1245,Ikpana,Atlantic-Congo,lgq,Africa,0,6.93,0.43
4139,logo1258,Logooli,Atlantic-Congo,rag,Africa,0,0.09,34.73
4140,logo1259,Logo,Central Sudanic,log,Africa,6,3.33,29.89
4141,,,,,,,,
4142,logo1261,Logorik,Dajuic,liu,Africa,3,11.17,29.81
4143,logo1262,Logol,Heibanic,lof,Africa,0,10.98,31.12
4144,logu1236,Logudorese Sardinian,Indo-European,src,Eurasia,4,40.49,9.1
4145,loja1235,Loja Highland Quichua,Quechuan,qvj,South America,0,-3.69,-79.29
4146,lojb1234,Lojban,Artificial Language,jbo,North America,0,,
4147,loka1252,Lokaa,Atlantic-Congo,yaz,Africa,2,5.91,8.09
4148,loko1254,Lokoya,Nilotic,lky,Africa,0,4.65,32.26
4149,loko1255,Loko,Mande,lok,Africa,10,9.12,-12.16
4150,lola1248,Lola,Austronesian,lcd,Papunesia,2,-6.34,134.88
4151,lola1250,Lolak,Austronesian,llq,Papunesia,0,0.86,124.12
4152,lole1239,Lole,Austronesian,llg,Papunesia,3,-10.81,123.08
4153,lolo1259,Lolopo,Sino-Tibetan,ycl,Eurasia,3,25.5,101.3
4154,lolo1261,Lolo,Atlantic-Congo,llb,Africa,0,-17.02,35.95
4155,lolo1264,Loloda-Laba,North Halmahera,loa,Papunesia,1,1.95,127.77
4156,loma1235,Lomavren,Speech Register,rmi,Eurasia,0,41.6,44.09
4157,loma1258,Loma (Côte d'Ivoire),Atlantic-Congo,loi,Africa,0,9.4,-3.47
4158,loma1260,Loma (Liberia),Mande,lom,Africa,5,7.92,-9.7
4159,loma1261,Lomaiviti,Austronesian,lmv,Papunesia,0,-18,179.31
4160,lomb1254,Lombi,Central Sudanic,lmi,Africa,0,0.27,27.34
4161,lomb1257,Lombard,Indo-European,lmo,Eurasia,12,45.88,9.4
4162,lomb1260,Lombo,Atlantic-Congo,loo,Africa,0,0.88,24.69
4163,lomw1241,Mozambique Lomwe,Atlantic-Congo,ngl,Africa,0,-16.04,37.24
4164,lonc1237,Loncong,Austronesian,lce,Papunesia,0,-0.03,103.55
4165,long1375,Long Phuri Naga,Sino-Tibetan,lpn,Eurasia,0,25.56,94.98
4166,long1387,Longto,Atlantic-Congo,wok,Africa,0,8.33,13.06
4167,long1389,Longuda,Atlantic-Congo,lnu,Africa,5,9.76,11.84
4168,long1395,Longgu,Austronesian,lgu,Papunesia,0,-9.75,160.66
4169,long1406,Western Lowland Kenyah,Austronesian,ttw,Papunesia,3,3.85,114.82
4170,long1417,Longjia,Sino-Tibetan,,Eurasia,0,26.4,105.23
4171,loni1238,Loniu,Austronesian,los,Papunesia,0,-2.06,147.35
4172,lonw1238,Lonwolwol,Austronesian,crc,Papunesia,0,-16.23,168.02
4173,looo1238,Loo,Atlantic-Congo,ldo,Africa,0,9.41,11.05
4174,lopa1238,Lopa,Atlantic-Congo,lop,Africa,0,10.38,4.67
4175,lopi1242,Lopit,Nilotic,lpx,Africa,8,4.7,32.75
4176,lopi1243,Lopi,Bookkeeping,lov,Eurasia,0,25.08,97.08
4177,lora1237,Lorang,Austronesian,lrn,Papunesia,0,-6.3,134.41
4178,lore1243,Peruvian Amazonian Spanish,Indo-European,spq,South America,0,-4.75,-73.65
4179,lore1244,Nethalp,Austronesian,lnn,Papunesia,0,-15.33,167.17
4180,lote1237,Lote,Austronesian,uvl,Papunesia,0,-5.95,150.91
4181,loth1237,Lotha Naga,Sino-Tibetan,njh,Eurasia,7,26.01,94.04
4182,loto1240,Lo-Toga,Austronesian,lht,Papunesia,0,-13.33,166.63
4183,lotu1250,Lotud,Austronesian,dtr,Papunesia,0,6.14,116.23
4184,loui1240,Louisiana Creole French,Indo-European,lou,North America,0,30.04,-90.75
4185,loun1239,Loun,Austronesian,lox,Papunesia,0,-2.88,128.91
4186,loup1243,Nipmuck,Algic,xlo,North America,0,42.36,-72.73
4187,loup1245,Loup B,Algic,xlb,North America,0,42.18,-72.85
4188,louu1245,Lou,Austronesian,loj,Papunesia,1,-2.39,147.35
4189,lowa1242,Lowa,Sino-Tibetan,loy,Eurasia,2,29.03,83.9
4190,lowe1385,Lower Sorbian,Indo-European,dsb,Eurasia,4,51.66,13.94
4191,lowe1388,Lower Silesian,Indo-European,sli,Eurasia,7,50.7,15.97
4192,lowe1395,Lower Ta'oih,Austroasiatic,tto,Eurasia,2,15.91,106.87
4193,lowe1402,Lower Riverland,Pama-Nyungan,,Australia,0,-34.6,140.5
4194,lowe1403,Lower Darling-Lower Lachlan,Pama-Nyungan,,Australia,2,-33.95,141.59
4195,lowe1407,Lower-Nosop,Tuu,nsb,Africa,3,-25.55,20.59
4196,lowe1412,Tanudan Kalinga,Austronesian,kml,Papunesia,3,17.34,121.31
4197,lowe1415,Lower Grand Valley Dani,Nuclear Trans New Guinea,dni,Papunesia,5,-4.26,138.99
4198,lowe1425,Lower Tanana,Athabaskan-Eyak-Tlingit,taa,North America,3,64.88,-149.45
4199,lowe1427,Lower Chehalis,Salishan,cea,North America,0,46.77,-124
4200,lowe1436,Lower Southern Aranda,Pama-Nyungan,axl,Australia,0,-26.3,135.4
4201,lowe1441,Lower Pokomo,Bookkeeping,poj,,0,,
4202,lowe1444,Lower Richmond,Pama-Nyungan,,Australia,3,-28.94,153.49
4203,lowl1260,Lowland Oaxaca Chontal,Tequistlatecan,clo,North America,0,15.95,-95.69
4204,lowl1265,Western Tarahumara,Uto-Aztecan,tac,North America,3,27.35,-108.06
4205,loxi1235,Loxicha Zapotec,Otomanguean,ztp,North America,2,15.84,-96.7
4206,lozi1239,Lozi,Atlantic-Congo,loz,Africa,0,-17.71,24.74
4207,luaa1235,Lua',Bookkeeping,prb,Eurasia,0,19.12,101.22
4208,luan1263,Luang,Austronesian,lex,Papunesia,6,-8.18,127.94
4209,luba1249,Luba-Lulua,Atlantic-Congo,lua,Africa,2,-5.73,22.44
4210,luba1250,Luba-Katanga,Atlantic-Congo,lub,Africa,0,-8.28,25.89
4211,lubi1238,Lubila,Atlantic-Congo,kcc,Africa,0,5.46,8.29
4212,lubu1241,Lubu,Austronesian,lcf,Papunesia,0,0.64,99.75
4213,lubu1243,Lubuagan Kalinga,Austronesian,knb,Papunesia,5,17.39,121.04
4214,luch1239,Luchazi,Atlantic-Congo,lch,Africa,0,-14.06,22.24
4215,lucu1238,Lucumi,Atlantic-Congo,luq,North America,0,22.95,-82.44
4216,ludi1246,Ludian,Uralic,lud,Eurasia,3,61.85,33.73
4217,lufu1237,Lufu,Atlantic-Congo,ldq,Africa,0,7.26,10.95
4218,lugb1240,Lugbara,Central Sudanic,lgg,Africa,9,3.02,30.86
4219,lugu1238,Luguru,Atlantic-Congo,ruf,Africa,0,-6.87,37.56
4220,luhu1243,Luhu-Piru,Austronesian,lcq,Papunesia,3,-3.13,127.97
4221,luia1234,Lui,Bookkeeping,lba,Eurasia,0,21.36,99.66
4222,luim1238,Luimbi,Atlantic-Congo,lum,Africa,0,-11.22,17.54
4223,luis1253,Luiseno-Juaneño,Uto-Aztecan,lui,North America,2,33.32,-116.94
4224,lukp1238,Lukpa,Atlantic-Congo,dop,Africa,0,9.52,1.67
4225,lule1238,Lule,,ule,South America,0,-25.22,-61.89
4226,lule1254,Lule Saami,Uralic,smj,Eurasia,0,67.28,17.81
4227,luma1238,Luma,Sino-Tibetan,,Eurasia,0,21.17,102.72
4228,lumb1237,Lumbee,Unattested,lmz,North America,0,35.62,-78.45
4229,lumb1249,Lumbu,Atlantic-Congo,lup,Africa,0,-3.38,11.12
4230,lumb1250,Lumba-Yakkha,Bookkeeping,luu,Eurasia,0,27.23,87.31
4231,lumu1239,Lumun,Narrow Talodi,lmd,Africa,0,10.83,30.25
4232,luna1243,Lunanakha,Sino-Tibetan,luk,Eurasia,0,28.13,90.13
4233,luna1244,Luna,Atlantic-Congo,luj,Africa,0,-5.09,23.54
4234,lund1266,Lunda,Atlantic-Congo,lun,Africa,7,-11.18,23.87
4235,lund1271,Lundayeh,Austronesian,lnd,Papunesia,11,4.25,115.5
4236,lund1276,Dir-Nyamzak-Mbarimi,Afro-Asiatic,nzr,Africa,3,10.16,9.74
4237,lung1249,Lungga,Austronesian,lga,Papunesia,0,-8.17,156.57
4238,luoc1235,Luo (Cameroon),Atlantic-Congo,luw,Africa,0,5.91,9.91
4239,luok1236,Luo (Kenya and Tanzania),Nilotic,luo,Africa,0,-0.93,34.49
4240,luop1235,Luopohe Hmong,Hmong-Mien,hml,Eurasia,0,26.82,107.16
4241,lure1234,Luren,Sino-Tibetan,,Eurasia,0,27.29,105.66
4242,,,,,,,,
4243,luri1256,Luri,Afro-Asiatic,ldd,Africa,0,10.06,9.6
4244,luse1252,Lusengo,Atlantic-Congo,lse,Africa,14,0.17,18.4
4245,lush1249,Mizo,Sino-Tibetan,lus,Eurasia,6,22.61,92.62
4246,lush1252,Northern Lushootseed,Salishan,lut,North America,2,48.42,-122.53
4247,lush1256,Dokshi,Afro-Asiatic,dsk,Africa,0,10.03,9.42
4248,lusi1235,Lusitanian,Indo-European,xls,Eurasia,0,39.94,-8.11
4249,lusi1240,Lusi,Austronesian,khl,Papunesia,1,-5.55,149.15
4250,luto1241,Lutos,Central Sudanic,ndy,Africa,4,8.52,19.01
4251,luuu1242,Lü,Tai-Kadai,khb,Eurasia,3,21.03,101.28
4252,luva1239,Luvale,Atlantic-Congo,lue,Africa,0,-13.54,22.29
4253,luwa1238,Luwati,Indo-European,luv,Eurasia,0,23.63,58.49
4254,luwo1239,Luwo,Nilotic,lwo,Africa,0,7.35,28.14
4255,luxe1241,Moselle Franconian,Indo-European,ltz,Eurasia,14,49.68,6.15
4256,luxi1238,Luxi Achang,Sino-Tibetan,,Eurasia,0,24.45,98.6
4257,luya1241,Luyi,Atlantic-Congo,lyn,Africa,5,-15.01,22.67
4258,lwal1238,Lwalu,Atlantic-Congo,lwa,Africa,0,-7.16,22.11
4259,lwel1234,Lwel,Atlantic-Congo,lvl,Africa,0,-4.38,20.63
4260,lyci1241,Lycian A,Indo-European,xlc,Eurasia,0,36.52,29.76
4261,lydi1241,Lydian,Indo-European,xld,Eurasia,0,40.29,28.6
4262,lyel1241,Lyélé,Atlantic-Congo,lee,Africa,4,12.43,-2.59
4263,lyng1241,India Lyngam,Austroasiatic,lyg,Eurasia,0,25.35,91.05
4264,lyon1239,Lyons Sign Language,Bookkeeping,lsg,Eurasia,0,48.56,2.37
4265,maaa1253,Maa,Austroasiatic,cma,Eurasia,0,11.52,107.34
4266,maak1236,Maaka,Afro-Asiatic,mew,Africa,0,11.5,11.9
4267,maan1238,Ma'anyan,Austronesian,mhy,Papunesia,3,-2.12,115.09
4268,maan1239,Maang,Sino-Tibetan,,Eurasia,0,23.56,105.7
4269,maas1239,Maasina Fulfulde,Atlantic-Congo,ffm,Africa,2,11.13,-3.65
4270,maay1238,Maay,Afro-Asiatic,ymm,Africa,1,3.22,43.62
4271,maba1270,Mabaale,Atlantic-Congo,mmz,Africa,5,2.12,20.88
4272,maba1273,Mabaan,Nilotic,mfz,Africa,3,9.81,33.54
4273,maba1277,Maba (Chad),Maban,mde,Africa,11,12.89,20.89
4274,maba1278,Maba (Indonesia),Austronesian,mqa,Papunesia,0,0.59,128.42
4275,maba1279,Mabaka Valley Kalinga,Austronesian,kkg,Papunesia,0,17.67,121.07
4276,mabe1235,Mabenaro,Pano-Tacanan,,South America,0,-11.54,-68.28
4277,mabi1242,Mabire,Afro-Asiatic,muj,Africa,0,11.7,18.63
4278,maca1259,Hitnu,Guahiboan,mbn,South America,2,6.35,-71.27
4279,maca1260,Maká,Mataguayan,mca,South America,0,-25.01,-57.37
4280,maca1261,Macaguaje,Tucanoan,mcl,South America,0,0.5,-75.83
4281,maca1262,Macanese,Indo-European,mzs,Eurasia,0,22.19,113.54
4282,maca1264,Macao Pidgin Portuguese,Pidgin,,Eurasia,0,22.2,113.55
4283,mace1250,Macedonian,Indo-European,mkd,Eurasia,17,41.6,21.79
4284,mach1265,Machinga,Atlantic-Congo,mvw,Africa,0,-9.37,39.43
4285,mach1266,Machame,Atlantic-Congo,jmc,Africa,5,-3.29,37.07
4286,mach1267,Machiguenga,Arawakan,mcb,South America,0,-12.13,-72.5
4287,mach1268,Machinere,Arawakan,mpd,South America,0,-10.66,-70.21
4288,maco1239,Maco,Saliban,wpc,South America,0,4.56,-66.58
4289,macu1258,Macuni,Nuclear-Macro-Je,,South America,0,-17.9,-39.81
4290,macu1259,Macushi,Cariban,mbc,South America,0,4.32,-60.22
4291,macu1260,Macuna,Tucanoan,myy,South America,0,-0.14,-70.07
4292,macu1262,Macushi Sign Language,Sign Language,,South America,0,4.6,-60.16
4293,mada1271,Madagascar Sign Language,Sign Language,mzc,Africa,0,-19.04,46.87
4294,mada1282,Mada (Nigeria),Atlantic-Congo,mda,Africa,10,9.02,8.34
4295,mada1285,Madak,Austronesian,mmx,Papunesia,5,-3.34,151.97
4296,mada1293,Mada (Cameroon),Afro-Asiatic,mxu,Africa,0,10.88,14.11
4297,mada1299,Madang (Malaysia),Bookkeeping,mqd,,0,,
4298,made1252,Ma (Democratic Republic of Congo),Atlantic-Congo,msj,Africa,0,3.69,26.99
4299,made1253,Salawati,Austronesian,xmx,Papunesia,6,-1.05,130.83
4300,madi1260,Ma'di,Central Sudanic,mhi,Africa,5,3.62,31.85
4301,madi1261,Madi (Papua New Guinea),Nuclear Trans New Guinea,grg,Papunesia,0,-5.63,146.41
4302,madn1237,Madngele,Eastern Daly,zml,Australia,0,-13.95,130.6
4303,madu1248,Madukayang Kalinga,Austronesian,kmd,Papunesia,0,17.18,121.24
4304,maee1241,Tirax,Austronesian,mme,Papunesia,1,-15.99,167.29
4305,maen1235,Maeng Itneg,Austronesian,itt,Papunesia,0,17.25,120.72
4306,mafa1239,Mafa,Afro-Asiatic,maf,Africa,13,10.94,13.82
4307,mafe1237,Mafea,Austronesian,mkv,Papunesia,0,-15.43,167.24
4308,maga1260,Magahi,Indo-European,mag,Eurasia,3,25.09,85.33
4309,maga1263,Mag-Anchi Ayta,Austronesian,sgb,Papunesia,0,15.2,120.46
4310,maga1264,Southern Binukidnon,Austronesian,mtw,Papunesia,0,9.49,122.77
4311,maga1271,Magati,Mixed Language,,Eurasia,0,,
4312,maga1273,Magajingari Sign Language,Sign Language,,Africa,0,11.07,7.72
4313,magd1235,Magdalena Peñasco Mixtec,Otomanguean,xtm,North America,5,17.28,-97.54
4314,magh1238,Mághdì,Atlantic-Congo,gmd,Africa,0,9.29,11.02
4315,magi1241,Mag-Indi Ayta,Austronesian,blx,Papunesia,0,14.96,120.18
4316,magi1242,Magiana,Arawakan,,South America,0,,
4317,magi1243,Magi,Nuclear Trans New Guinea,gkd,Papunesia,0,-5.14,145.11
4318,magi1244,Magiyi,Nuclear Trans New Guinea,gmg,Papunesia,0,-4.88,144.88
4319,mago1246,Magoma,Atlantic-Congo,gmx,Africa,0,-9.23,33.98
4320,mago1248,Magori,Austronesian,zgr,Papunesia,0,-10.23,149.26
4321,magu1243,Maguindanao,Austronesian,mdh,Papunesia,5,6.95,124.51
4322,maha1287,Mahasu Pahari,Indo-European,bfz,Eurasia,10,31.01,77.53
4323,maha1291,Mahali,Austroasiatic,mjx,Eurasia,0,22.17,86.74
4324,maha1305,Maharastri Prakrit,Indo-European,pmh,Eurasia,0,19.18,74.71
4325,maha1308,Mahakam Kenyah,Bookkeeping,xkm,,0,,
4326,maha1309,Mahafaly-Antanalana Malagasy,Austronesian,,Africa,2,-24.2,44.5
4327,mahe1238,Mahei,Bookkeeping,mja,Eurasia,0,21.66,100.02
4328,mahi1248,Mahican,Algic,mjy,North America,2,42.59,-73.79
4329,mahi1249,Mahigi,Anim,,Papunesia,0,-7.68,143.23
4330,maho1248,Mahongwe,Atlantic-Congo,mhb,Africa,0,0.64,14.05
4331,maho1249,Mahou,Mande,mxx,Africa,5,8.35,-7.57
4332,maia1251,Maiadomu,Austronesian,mzz,Papunesia,0,-9.47,150.76
4333,maia1253,Maiani,Nuclear Trans New Guinea,tnh,Papunesia,0,-4.55,145.24
4334,maia1254,Maia,Nuclear Trans New Guinea,sks,Papunesia,2,-4.5,145.1
4335,maib1239,Maybrat,Maybratic,ayz,Papunesia,6,-1.37,132.59
4336,maii1238,Maii,Austronesian,mmm,Papunesia,0,-16.74,168.21
4337,mail1248,Mailu,Mailuan,mgu,Papunesia,9,-10.37,149.52
4338,main1267,Ostfränkisch,Indo-European,vmf,Eurasia,12,50.01,8.62
4339,main1272,Maindo,Atlantic-Congo,cwb,Africa,0,-18.31,36.59
4340,main1275,Usun Apau Kenyah,Austronesian,xkl,Papunesia,4,3.43,116.47
4341,maip1247,Maipure-Avane,Arawakan,,South America,2,4.8,-67.5
4342,mais1250,Maisin,Austronesian,mbq,Papunesia,2,-9.23,148.73
4343,,,,,,,,
4344,mait1250,Maithili,Indo-European,mai,Eurasia,17,26.38,86.22
4345,maiw1249,Maiwala,Austronesian,mum,Papunesia,0,-10.33,150.33
4346,maiw1250,Maiwa (Indonesia),Austronesian,wmm,Papunesia,0,-3.59,119.98
4347,maiw1251,Maiwa (Papua New Guinea),Dagan,mti,Papunesia,5,-9.7,149.27
4348,maja1242,Majang,Surmic,mpe,Africa,0,7.71,34.97
4349,maje1243,Majera,Afro-Asiatic,xmj,Africa,3,11.14,15.04
4350,majh1236,Majhwar,Austroasiatic,mmj,Eurasia,0,22.88,83.61
4351,majh1253,Majhi,Indo-European,mjz,Eurasia,0,29.46,80.38
4352,maka1304,Makaa,Atlantic-Congo,mcp,Africa,3,4.15,13.08
4353,maka1305,Makassar Malay,Austronesian,mfp,Papunesia,0,-5.16,119.41
4354,maka1311,Makasar,Austronesian,mak,Papunesia,3,-5.66,119.84
4355,maka1315,Makayam,Anim,aup,Papunesia,1,-8.37,142.71
4356,maka1316,Makasae-Makalero,Timor-Alor-Pantar,mkz,Papunesia,2,-8.66,126.51
4357,maka1318,Makah,Wakashan,myh,North America,0,48.33,-124.62
4358,makc1235,Mak (China),Tai-Kadai,mkg,Eurasia,5,25.59,107.73
4359,makh1260,Makhuwa-Shirima,Atlantic-Congo,vmk,Africa,0,-14.25,36.52
4360,makh1261,Makhuwa-Meetto,Atlantic-Congo,mgh,Africa,1,-11.96,38.69
4361,makh1262,Makhuwa-Marrevone,Atlantic-Congo,xmc,Africa,3,-16.94,39.12
4362,makh1264,Makhuwa,Atlantic-Congo,vmw,Africa,6,-14.85,38.81
4363,makh1265,Makhuwa-Moniga,Atlantic-Congo,mhm,Africa,0,-17.29,38.09
4364,makh1266,Makhuwa-Saka,Atlantic-Congo,xsq,Africa,2,-13.64,39.53
4365,makl1246,Maklew,Bulaka River,mgf,Papunesia,0,-7.74,139.27
4366,makn1235,Mak (Nigeria),Atlantic-Congo,pbl,Africa,2,9.37,11.13
4367,mako1250,Makolkol,Baining,zmh,Papunesia,0,-4.88,151.71
4368,mako1251,Makonde,Atlantic-Congo,kde,Africa,7,-10.99,39.51
4369,maku1246,Máku,,xak,South America,0,3.97,-64.24
4370,maku1273,Makuri Naga,Sino-Tibetan,jmn,Eurasia,0,26.6,94.95
4371,maku1277,Maku'a,Austronesian,lva,Papunesia,0,-8.4,127.24
4372,maku1278,Makuráp,Tupian,mpu,South America,0,-11.87,-64.32
4373,makw1236,Makwe,Atlantic-Congo,ymk,Africa,2,-10.47,40.03
4374,maky1235,Makyam-Kuku Naga,Sino-Tibetan,umn,Eurasia,2,26.3,95.6
4375,mala1256,Malawi Lomwe,Atlantic-Congo,lon,Africa,0,-15.57,35.43
4376,mala1412,Malaysian Sign Language,Sign Language,xml,Eurasia,0,2.95,101.37
4377,mala1431,Malakhel,Bookkeeping,mld,Eurasia,0,33.07,69.07
4378,mala1432,Malali,Nuclear-Macro-Je,,South America,0,-16.83,-42.28
4379,mala1457,Mala Malasar,Dravidian,ima,Eurasia,0,10.5,76.87
4380,mala1458,Malasar,Dravidian,ymr,Eurasia,0,10.47,76.83
4381,mala1459,Malankuravan,Dravidian,mjo,Eurasia,1,8.45,77.09
4382,mala1463,Malavedan,Dravidian,mjr,Eurasia,2,8.86,77.2
4383,mala1464,Malayalam,Dravidian,mal,Eurasia,13,9.59,76.77
4384,mala1466,Malaryan,Dravidian,mjq,Eurasia,0,10.45,76.56
4385,mala1468,Malapandaram,Dravidian,mjp,Eurasia,0,8.59,77.27
4386,mala1471,Mala (Nigeria),Unattested,ruy,Africa,0,10.58,8.1
4387,mala1475,Malawi Sena,Atlantic-Congo,swk,Africa,0,-16.62,34.99
4388,mala1479,Central Malay,Austronesian,zlm,Eurasia,13,1.86,103
4389,mala1480,Malayic Dayak,Austronesian,xdy,Papunesia,14,-2.78,111.14
4390,mala1481,Manado Malay,Austronesian,xmm,Papunesia,0,1.48,124.84
4391,mala1482,Malaccan Creole Malay,Austronesian,ccm,Eurasia,0,2.2,102.24
4392,mala1484,Malango,Austronesian,mln,Papunesia,0,-9.61,160.12
4393,mala1487,Malasanga,Austronesian,mqz,Papunesia,2,-5.94,147.06
4394,mala1489,Malalamai,Austronesian,mmt,Papunesia,0,-5.77,146.64
4395,mala1494,Mala (Papua New Guinea),Nuclear Trans New Guinea,ped,Papunesia,0,-4.36,145.04
4396,mala1495,Manep,Nuclear Trans New Guinea,mkr,Papunesia,0,-4.77,145.62
4397,mala1522,Malayo,Chibchan,mbp,South America,0,10.93,-73.41
4398,mala1533,Malacca-Batavia Portuguese Creole,Indo-European,mcm,Eurasia,0,2.19,102.26
4399,mala1534,Malaweg,Austronesian,,Papunesia,0,17.84,121.39
4400,mala1544,Malabar-Sri Lanka Portuguese,Indo-European,,Eurasia,0,8.59,81.21
