,Name,Status,Link,Speakers,Glottocode,Country
8121,West Malagasy Sakalava,Potentially vulnerable,https://en.wal.unesco.org/languages/west-malagasy-sakalava,9999999,saka1291,N/A
8122,West Masela,Severely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
8123,West Masela,Severely endangered,https://en.wal.unesco.org/languages/west-masela,999,west2535,N/A
8124,West Nyala,Endangered/unsafe,https://en.wal.unesco.org/languages/west-nyala,N/A,west2861,N/A
8125,West Tarangan,Endangered/unsafe,https://en.wal.unesco.org/languages/west-tarangan,9999,west2538,N/A
8126,West Uvean,Endangered/unsafe,https://en.wal.unesco.org/languages/west-uvean,9999,west2516,N/A
8127,West Yugur,Definitely endangered,https://en.wal.unesco.org/languages/west-yugur,9999,west2402,N/A
8128,West-Central Limba,Potentially vulnerable,https://en.wal.unesco.org/languages/west-central-limba,999999,west2450,N/A
8129,Western Abenaki,Critically endangered,https://en.wal.unesco.org/languages/western-abenaki,9,west2630,N/A
8130,Western Algerian Berber,Endangered/unsafe,https://en.wal.unesco.org/languages/western-algerian-berber,99999,chen1266,N/A
8131,Western Apache,Definitely endangered,https://en.wal.unesco.org/languages/western-apache,99999,west2615,N/A
8132,Western Armenian,Potentially vulnerable,https://en.wal.unesco.org/languages/western-armenian,9999999,homs1234,Bulgaria
8133,Western Arrarnta,Definitely endangered,https://en.wal.unesco.org/languages/western-arrarnta,999,west2441,N/A
8134,Western Balochi,Potentially vulnerable,https://en.wal.unesco.org/languages/western-balochi,9999999,west2368,N/A
8135,Western Bolivian Guaraní,Definitely endangered,https://en.wal.unesco.org/languages/western-bolivian-guarani,9999,west2640,Paraguay
8136,Western Bru,Potentially vulnerable,https://en.wal.unesco.org/languages/western-bru,999999,west2397,N/A
8137,Western Bukidnon Manobo,Endangered/unsafe,https://en.wal.unesco.org/languages/western-bukidnon-manobo,99999,west2555,N/A
8138,Western Canadian Inuktitut,Endangered/unsafe,https://en.wal.unesco.org/languages/western-canadian-inuktitut,999,west2618,Canada
8139,Western Cham,Potentially vulnerable,https://en.wal.unesco.org/languages/western-cham,999999,west2650,N/A
8140,Western Coastal Tasmanian,Not in use,https://en.wal.unesco.org/languages/western-coastal-tasmanian,0,west2205,N/A
8141,Western Dani,Endangered/unsafe,https://en.wal.unesco.org/languages/western-dani,99999,west2594,N/A
8142,Western Durango Nahuatl,Severely endangered,https://en.wal.unesco.org/languages/western-durango-nahuatl,999,west2778,N/A
8143,Western Farsi (Persian),Potentially vulnerable,https://en.wal.unesco.org/languages/western-farsi-persian,99999999,west2369,Finland
8144,Western Fijian,Endangered/unsafe,https://en.wal.unesco.org/languages/western-fijian,99999,west2519,N/A
8145,Western Flemish,Potentially vulnerable,https://en.wal.unesco.org/languages/western-flemish,9999999,vlaa1240,N/A
8146,Western Frisian,Potentially vulnerable,https://en.wal.unesco.org/languages/western-frisian,999999,west2354,Netherlands
8147,Western Highland Chatino,Endangered/unsafe,https://en.wal.unesco.org/languages/western-highland-chatino,99999,west2644,N/A
8148,Western Highland Purepecha,Definitely endangered,https://en.wal.unesco.org/languages/western-highland-purepecha,999999,west2631,N/A
8149,Western Huasteca Nahuatl,Potentially vulnerable,https://en.wal.unesco.org/languages/western-huasteca-nahuatl,999999,west2624,N/A
8150,Western Jicaque,Not in use,https://en.wal.unesco.org/languages/western-jicaque,0,west2777,N/A
8151,Western Juxtlahuaca Mixtec,Endangered/unsafe,https://en.wal.unesco.org/languages/western-juxtlahuaca-mixtec,99999,west2643,N/A
8152,Western Karaboro,Endangered/unsafe,https://en.wal.unesco.org/languages/western-karaboro,99999,west2466,N/A
8153,Western Katu,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
8154,Western Katu,Definitely endangered,https://en.wal.unesco.org/languages/western-katu,99999,west2398,N/A
8155,Western Kayah,Potentially vulnerable,https://en.wal.unesco.org/languages/western-kayah,999999,west2409,Myanmar
8156,Western Keres,Definitely endangered,https://en.wal.unesco.org/languages/western-keres,9999,west2632,N/A
8157,Western Krahn,Endangered/unsafe,https://en.wal.unesco.org/languages/western-krahn,99999,west2488,N/A
8158,Western Lalu,Endangered/unsafe,https://en.wal.unesco.org/languages/western-lalu,99999,west1506,N/A
8159,Western Lawa,Endangered/unsafe,https://en.wal.unesco.org/languages/western-lawa,9999,west2396,N/A
8160,Western Lowland Kenyah,Definitely endangered,https://en.wal.unesco.org/languages/western-lowland-kenyah,999,long1406,N/A
8161,Western Magar,Definitely endangered,https://en.wal.unesco.org/languages/western-magar,999999,west2418,N/A
8162,Western Mambila,Endangered/unsafe,https://en.wal.unesco.org/languages/western-mambila,99999,nige1255,N/A
8163,Western Maninkakan,Potentially vulnerable,https://en.wal.unesco.org/languages/western-maninkakan,9999999,west2500,N/A
8164,Western Mari,Endangered/unsafe,https://en.wal.unesco.org/languages/western-mari,99999,west2392,Russian Federation
8165,Western Mashan Hmong,Definitely endangered,https://en.wal.unesco.org/languages/western-mashan-hmong,99999,west1507,N/A
8166,Western Meohang,Definitely endangered,https://en.wal.unesco.org/languages/western-meohang,999,west2422,N/A
8167,Western Muria,Potentially vulnerable,https://en.wal.unesco.org/languages/western-muria,999999,west2408,N/A
8168,Western Neo-Aramaic,Definitely endangered,https://en.wal.unesco.org/languages/western-neo-aramaic,99999,west2763,N/A
8169,Western Niger Fulfulde,Potentially vulnerable,https://en.wal.unesco.org/languages/western-niger-fulfulde,9999999,west2454,Benin
8170,Western Ojibwa,Definitely endangered,https://en.wal.unesco.org/languages/western-ojibwa,9999,west1510,N/A
8171,Western Ong-Be,Potentially vulnerable,https://en.wal.unesco.org/languages/western-ong-be,999999,ling1262,N/A
8172,Western Panjabi,Potentially vulnerable,https://en.wal.unesco.org/languages/western-panjabi,99999999,west2386,Pakistan
8173,Western Pantar,Endangered/unsafe,https://en.wal.unesco.org/languages/western-pantar,9999,lamm1241,N/A
8174,Western Parbate Kham,Endangered/unsafe,https://en.wal.unesco.org/languages/western-parbate-kham,99999,west2420,N/A
8175,Western Penan,Definitely endangered,https://en.wal.unesco.org/languages/western-penan,9999,west2563,N/A
8176,Western Puroik,Definitely endangered,https://en.wal.unesco.org/languages/western-puroik,N/A,west2873,N/A
8177,Western Sisaala,Endangered/unsafe,https://en.wal.unesco.org/languages/western-sisaala,99999,west2465,N/A
8178,Western Subanon,Potentially vulnerable,https://en.wal.unesco.org/languages/western-subanon,999999,west2557,N/A
8179,Western Tamang,Endangered/unsafe,https://en.wal.unesco.org/languages/western-tamang,99999,west2415,N/A
8180,Western Tawbuid,Endangered/unsafe,https://en.wal.unesco.org/languages/western-tawbuid,9999,west2559,Philippines
8181,Western Totonac,Endangered/unsafe,https://en.wal.unesco.org/languages/western-totonac,9999,west1511,N/A
8182,Western Tunebo,Definitely endangered,https://en.wal.unesco.org/languages/western-tunebo,999,west2651,N/A
8183,Western Victoria,Not in use,https://en.wal.unesco.org/languages/western-victoria,0,west2443,N/A
8184,Western Xiangxi Miao,Potentially vulnerable,https://en.wal.unesco.org/,N/A,N/A,N/A
8185,Western Xiangxi Miao,Potentially vulnerable,https://en.wal.unesco.org/languages/western-xiangxi-miao,999999,west2430,N/A
8186,Western Xwla Gbe,Endangered/unsafe,https://en.wal.unesco.org/languages/western-xwla-gbe,99999,west2456,Benin
8187,Western Yiddish,Definitely endangered,https://en.wal.unesco.org/languages/western-yiddish,9999,west2361,Netherlands
8188,Western-Kambari-Cishingini,Endangered/unsafe,https://en.wal.unesco.org/languages/western-kambari-cishingini,99999,cish1238,N/A
8189,Westphalic,Potentially vulnerable,https://en.wal.unesco.org/languages/westphalic,999999,west2356,N/A
8190,Wewaw,Not in use,https://en.wal.unesco.org/languages/wewaw,0,wewa1238,Myanmar
8191,Wewewa,Endangered/unsafe,https://en.wal.unesco.org/languages/wewewa,99999,weje1237,N/A
8192,Weyto,Not in use,https://en.wal.unesco.org/languages/weyto,0,weyt1237,N/A
8193,White Lachi,Not in use,https://en.wal.unesco.org/languages/white-lachi,0,whit1266,N/A
8194,Whitesands,Definitely endangered,https://en.wal.unesco.org/languages/whitesands,9999,whit1269,N/A
8195,Wiarumus,Severely endangered,https://en.wal.unesco.org/languages/wiarumus,999,wiar1238,N/A
8196,Wichí,Potentially vulnerable,https://en.wal.unesco.org/languages/wichi,999999,N/A,Argentina
8197,Wichí Lhamtés Güisnay,Endangered/unsafe,https://en.wal.unesco.org/languages/wichi-lhamtes-guisnay,99999,wich1264,N/A
8198,Wichí Lhamtés Nocten,Endangered/unsafe,https://en.wal.unesco.org/languages/wichi-lhamtes-nocten,9999,wich1262,N/A
8199,Wichí Lhamtés Vejoz,Endangered/unsafe,https://en.wal.unesco.org/languages/wichi-lhamtes-vejoz,99999,wich1263,N/A
8200,Wichita,Not in use,https://en.wal.unesco.org/languages/wichita,0,wich1260,N/A
8201,Wik-Epa,Not in use,https://en.wal.unesco.org/languages/wik-epa,0,wike1239,N/A
8202,Wik-Iiyanh,Severely endangered,https://en.wal.unesco.org/languages/wik-iiyanh,99,wiki1239,N/A
8203,Wik-Keyangan,Critically endangered,https://en.wal.unesco.org/languages/wik-keyangan,N/A,wikk1239,N/A
8204,Wik-Me'anha,Severely endangered,https://en.wal.unesco.org/languages/wik-meanha,9,wikm1246,N/A
8205,Wik-Mungkan,Definitely endangered,https://en.wal.unesco.org/languages/wik-mungkan,999,wikm1247,N/A
8206,Wik-Ngathana,Definitely endangered,https://en.wal.unesco.org/languages/wik-ngathana,9,wikn1245,N/A
8207,Wikalkan,Severely endangered,https://en.wal.unesco.org/languages/wikalkan,99,wika1238,N/A
8208,Wikngenchera,Severely endangered,https://en.wal.unesco.org/languages/wikngenchera,99,wikn1246,N/A
8209,Wilawila,Not in use,https://en.wal.unesco.org/languages/wilawila,0,wila1240,N/A
8210,Winjarumi,Not in use,https://en.wal.unesco.org/languages/winjarumi,0,winj1235,N/A
8211,Wintu,Not in use,https://en.wal.unesco.org/languages/wintu,0,wint1259,N/A
8212,Winyé,Endangered/unsafe,https://en.wal.unesco.org/languages/winye,99999,winy1241,N/A
8213,Wipi,Endangered/unsafe,https://en.wal.unesco.org/languages/wipi,9999,wipi1242,N/A
8214,Wiradhuri,Critically endangered,https://en.wal.unesco.org/languages/wiradhuri,99,wira1262,N/A
8215,Wiraféd,Not in use,https://en.wal.unesco.org/,N/A,N/A,N/A
8216,Wiraféd,Not in use,https://en.wal.unesco.org/languages/wirafed,0,wira1264,N/A
8217,Wirangu,Not in use,https://en.wal.unesco.org/languages/wirangu,0,wira1265,N/A
8218,Wiru,Endangered/unsafe,https://en.wal.unesco.org/languages/wiru,99999,wiru1244,N/A
8219,Witsuwit'en-Babine,Severely endangered,https://en.wal.unesco.org/languages/witsuwiten-babine,999,babi1235,N/A
8220,Wiyot,Not in use,https://en.wal.unesco.org/languages/wiyot,0,wiyo1248,N/A
8221,Wobe-Wè Northern,Potentially vulnerable,https://en.wal.unesco.org/languages/wobe-we-northern,999999,weno1238,N/A
8222,Woccon,Not in use,https://en.wal.unesco.org/languages/woccon,0,wocc1242,N/A
8223,Wogamusin,Definitely endangered,https://en.wal.unesco.org/languages/wogamusin,999,woga1249,N/A
8224,Wogeo,Definitely endangered,https://en.wal.unesco.org/languages/wogeo,9999,woge1237,N/A
8225,Woi,Definitely endangered,https://en.wal.unesco.org/languages/woi,9999,woii1237,N/A
8226,Woiwurrung-Thagungwurrung,Not in use,https://en.wal.unesco.org/languages/woiwurrung-thagungwurrung,0,woiw1237,N/A
8227,Wojenaka,Potentially vulnerable,https://en.wal.unesco.org/languages/wojenaka,999999,woje1238,N/A
8228,Wolane,Endangered/unsafe,https://en.wal.unesco.org/languages/wolane,99999,wola1253,N/A
8229,Wolani,Endangered/unsafe,https://en.wal.unesco.org/languages/wolani,9999,wola1243,N/A
8230,Wolaytta,Potentially vulnerable,https://en.wal.unesco.org/languages/wolaytta,9999999,wola1242,N/A
8231,Woleaian,Definitely endangered,https://en.wal.unesco.org/languages/woleaian,9999,wole1240,N/A
8232,Wolio,Definitely endangered,https://en.wal.unesco.org/languages/wolio,99999,woli1241,Indonesia
8233,Wolof,Potentially vulnerable,https://en.wal.unesco.org/languages/wolof,9999999,nucl1347,N/A
8234,Wom (Nigeria),Endangered/unsafe,https://en.wal.unesco.org/languages/wom-nigeria,9999,womn1235,N/A
8235,Wom (Papua New Guinea),Definitely endangered,https://en.wal.unesco.org/languages/wom-papua-new-guinea,9999,womp1235,N/A
8236,Womo-Sumararu,Critically endangered,https://en.wal.unesco.org/languages/womo-sumararu,999,womo1238,N/A
8237,Wongo,Endangered/unsafe,https://en.wal.unesco.org/languages/wongo,99999,wong1247,N/A
8238,Woods Cree,Endangered/unsafe,https://en.wal.unesco.org/languages/woods-cree,99999,wood1236,N/A
8239,Woria,Critically endangered,https://en.wal.unesco.org/languages/woria,9,wori1246,N/A
8240,Worimi,Not in use,https://en.wal.unesco.org/languages/worimi,0,wori1245,N/A
8241,Worodougou,Endangered/unsafe,https://en.wal.unesco.org/languages/worodougou,99999,woro1256,N/A
8242,Worrorra,Not in use,https://en.wal.unesco.org/languages/worrorra,9,worr1237,N/A
8243,Wotapuri-Katarqalai,Not in use,https://en.wal.unesco.org/languages/wotapuri-katarqalai,0,wota1240,N/A
8244,Wotu,Definitely endangered,https://en.wal.unesco.org/languages/wotu,999,wotu1240,N/A
8245,Woun Meu,Definitely endangered,https://en.wal.unesco.org/languages/woun-meu,9999,woun1238,Colombia
8246,Wu Chinese,Potentially vulnerable,https://en.wal.unesco.org/,N/A,N/A,N/A
8247,Wu Chinese,Potentially vulnerable,https://en.wal.unesco.org/languages/wu-chinese,99999999,wuch1236,N/A
8248,Wubuy,Definitely endangered,https://en.wal.unesco.org/languages/wubuy,999,nung1290,N/A
8249,Wuding-Luquan Yi,Definitely endangered,https://en.wal.unesco.org/languages/wuding-luquan-yi,999999,wudi1238,N/A
8250,Wudu,Definitely endangered,https://en.wal.unesco.org/languages/wudu,9999,wudu1238,N/A
8251,Wulguru,Not in use,https://en.wal.unesco.org/languages/wulguru,0,wulg1239,N/A
8252,Wuliwuli,Not in use,https://en.wal.unesco.org/languages/wuliwuli,0,wuli1242,N/A
8253,Wulna,Not in use,https://en.wal.unesco.org/languages/wulna,0,wuln1239,N/A
8254,Wulwulam,Not in use,https://en.wal.unesco.org/languages/wulwulam,0,wulw1234,N/A
8255,Wumboko-Bubia,Definitely endangered,https://en.wal.unesco.org/languages/wumboko-bubia,9999,wumb1241,N/A
8256,Wumbvu,Endangered/unsafe,https://en.wal.unesco.org/languages/wumbvu,99999,wumb1242,N/A
8257,Wumeng Nasu,Definitely endangered,https://en.wal.unesco.org/languages/wumeng-nasu,999999,wume1235,N/A
8258,Wunai Bunu,Definitely endangered,https://en.wal.unesco.org/languages/wunai-bunu,9999,wuna1248,N/A
8259,Wunambal,Severely endangered,https://en.wal.unesco.org/languages/wunambal,9,wuna1249,N/A
8260,Wurrugu,Not in use,https://en.wal.unesco.org/languages/wurrugu,0,wurr1238,N/A
8261,Wusa Nasu,Potentially vulnerable,https://en.wal.unesco.org/languages/wusa-nasu,999999,wusa1235,N/A
8262,Wushi,Endangered/unsafe,https://en.wal.unesco.org/languages/wushi,99999,wush1238,N/A
8263,Wuthathi,Not in use,https://en.wal.unesco.org/languages/wuthathi,0,wuth1237,N/A
8264,Wutung,Definitely endangered,https://en.wal.unesco.org/languages/wutung,999,wutu1244,N/A
8265,Wutunhua,Definitely endangered,https://en.wal.unesco.org/languages/wutunhua,9999,wutu1241,N/A
8266,Wuvulu-Aua,Endangered/unsafe,https://en.wal.unesco.org/languages/wuvulu-aua,9999,wuvu1239,N/A
8267,Wuzlam,Endangered/unsafe,https://en.wal.unesco.org/languages/wuzlam,99999,wuzl1236,N/A
8268,WW2 Pidgin German,Not in use,https://en.wal.unesco.org/languages/ww2-pidgin-german,0,ww2p1234,N/A
8269,Wymysorys,Severely endangered,https://en.wal.unesco.org/languages/wymysorys,99,wymy1235,Poland
8270,Xaasongaxango,Potentially vulnerable,https://en.wal.unesco.org/languages/xaasongaxango,999999,xaas1235,N/A
8271,Xadani Zapotec,Severely endangered,https://en.wal.unesco.org/languages/xadani-zapotec,999,xada1235,N/A
8272,Xakriabá,Not in use,https://en.wal.unesco.org/languages/xakriaba,0,xakr1238,N/A
8273,Xam /Xam,Not in use,https://en.wal.unesco.org/languages/xam-xam,0,xamm1241,N/A
8274,Xamtanga,Potentially vulnerable,https://en.wal.unesco.org/languages/xamtanga,999999,xamt1239,N/A
8275,Xanaguía Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/xanaguia-zapotec,9999,xana1235,N/A
8276,Xârâcùù,Endangered/unsafe,https://en.wal.unesco.org/languages/xaracuu,9999,xara1244,N/A
8277,Xaragure,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
8278,Xaragure,Endangered/unsafe,https://en.wal.unesco.org/languages/xaragure,999,xara1243,N/A
8279,Xavánte,Endangered/unsafe,https://en.wal.unesco.org/languages/xavante,9999,xava1240,N/A
8280,Xegwi //Xegwi,Not in use,https://en.wal.unesco.org/languages/xegwi-xegwi,0,xegw1238,N/A
8281,Xerénte,Definitely endangered,https://en.wal.unesco.org/languages/xerente,9999,xere1240,N/A
8282,Xetá,Not in use,https://en.wal.unesco.org/languages/xeta,0,xeta1241,N/A
8283,Xhosa,Potentially vulnerable,https://en.wal.unesco.org/languages/xhosa,99999999,xhos1239,Zimbabwe
8284,Xiang Chinese,Potentially vulnerable,https://en.wal.unesco.org/languages/xiang-chinese,99999999,xian1251,N/A
8285,Xibe,Endangered/unsafe,https://en.wal.unesco.org/languages/xibe,99999,xibe1242,N/A
8286,Xicotepec De Juárez Totonac,Endangered/unsafe,https://en.wal.unesco.org/languages/xicotepec-de-juarez-totonac,9999,xico1235,N/A
8287,Ximeng-Menglian Awa,Definitely endangered,https://en.wal.unesco.org/languages/ximeng-menglian-awa,99999,awac1238,N/A
8288,Xinca-Chiquimulilla,Not in use,https://en.wal.unesco.org/languages/xinca-chiquimulilla,0,xinc1242,N/A
8289,Xinca-Guazacapan,Not in use,https://en.wal.unesco.org/languages/xinca-guazacapan,0,xinc1246,N/A
8290,Xinca-Sinacantan,Not in use,https://en.wal.unesco.org/languages/xinca-sinacantan,0,xinc1245,N/A
8291,Xinca-Yupiltepeque,Not in use,https://en.wal.unesco.org/languages/xinca-yupiltepeque,0,xinc1243,N/A
8292,Xincan,Not in use,https://en.wal.unesco.org/languages/xincan,0,N/A,Guatemala
8293,Xingú Asuriní,Definitely endangered,https://en.wal.unesco.org/languages/xingu-asurini,999,xing1248,N/A
8294,Xinka-Jumaytepeque,Not in use,https://en.wal.unesco.org/languages/xinka-jumaytepeque,0,xink1235,N/A
8295,Xiong-Nu,Not in use,https://en.wal.unesco.org/languages/xiong-nu,0,xion1234,N/A
8296,Xipaya,Not in use,https://en.wal.unesco.org/languages/xipaya,9,xipa1240,N/A
8297,Xipináwa,Not in use,https://en.wal.unesco.org/languages/xipinawa,0,xipi1238,N/A
8298,Xiri,Critically endangered,https://en.wal.unesco.org/languages/xiri,9,xiri1242,N/A
8299,Xiriâna,Not in use,https://en.wal.unesco.org/languages/xiriana,0,xiri1243,N/A
8300,Xishanba Lalo,Potentially vulnerable,https://en.wal.unesco.org/languages/xishanba-lalo,999999,xish1235,N/A
8301,Xoco,Not in use,https://en.wal.unesco.org/languages/xoco,0,xoco1235,N/A
8302,Xokleng,Definitely endangered,https://en.wal.unesco.org/languages/xokleng,99,xokl1240,N/A
8303,Xukurú,Not in use,https://en.wal.unesco.org/languages/xukuru,0,xuku1239,N/A
8304,Xuzhang Lalo,Endangered/unsafe,https://en.wal.unesco.org/languages/xuzhang-lalo,9999,xuzh1234,N/A
8305,Xwela Gbe,Endangered/unsafe,https://en.wal.unesco.org/languages/xwela-gbe,99999,xwel1235,Benin
8306,Yaaku,Severely endangered,https://en.wal.unesco.org/languages/yaaku,9,yaak1241,N/A
8307,Yabaâna-Mainatari,Not in use,https://en.wal.unesco.org/languages/yabaana-mainatari,0,yaba1249,N/A
8308,Yabarana,Critically endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
8309,Yabarana,Critically endangered,https://en.wal.unesco.org/languages/yabarana,999,yaba1248,N/A
8310,Yabem,Definitely endangered,https://en.wal.unesco.org/languages/yabem,9999,yabe1254,N/A
8311,Yaben,Endangered/unsafe,https://en.wal.unesco.org/languages/yaben,999,yabe1255,N/A
8312,Yaben (Konda),Definitely endangered,https://en.wal.unesco.org/languages/yaben-konda,999,kond1303,N/A
8313,Yabong,Endangered/unsafe,https://en.wal.unesco.org/languages/yabong,9999,yabo1240,N/A
8314,Yace,Endangered/unsafe,https://en.wal.unesco.org/languages/yace,99999,yace1238,N/A
8315,Yadhaykenu,Not in use,https://en.wal.unesco.org/languages/yadhaykenu,0,yadh1237,N/A
8316,Yaeyama,Definitely endangered,https://en.wal.unesco.org/languages/yaeyama,99999,yaey1239,Japan
8317,Yafi,Definitely endangered,https://en.wal.unesco.org/languages/yafi,999,yafi1240,N/A
8318,Yagara-Jandai,Not in use,https://en.wal.unesco.org/languages/yagara-jandai,0,yaga1256,N/A
8319,Yagaria,Endangered/unsafe,https://en.wal.unesco.org/languages/yagaria,99999,yaga1260,N/A
8320,Yagnobi,Endangered/unsafe,https://en.wal.unesco.org/languages/yagnobi,99999,yagn1238,N/A
8321,Yagomi,Critically endangered,https://en.wal.unesco.org/languages/yagomi,999,yago1240,N/A
8322,Yagua,Definitely endangered,https://en.wal.unesco.org/languages/yagua,9999,yagu1244,Colombia
8323,Yagwoia,Endangered/unsafe,https://en.wal.unesco.org/languages/yagwoia,9999,yagw1240,N/A
8324,Yahadian,Definitely endangered,https://en.wal.unesco.org/languages/yahadian,999,yaha1248,N/A
8325,Yahang,Definitely endangered,https://en.wal.unesco.org/languages/yahang,9999,yaha1247,N/A
8326,Yahuna,Not in use,https://en.wal.unesco.org/languages/yahuna,0,yahu1241,N/A
8327,Yaio,Not in use,https://en.wal.unesco.org/languages/yaio,0,N/A,N/A
8328,Yaka (Central African Republic),Endangered/unsafe,https://en.wal.unesco.org/languages/yaka-central-african-republic,99999,yaka1272,N/A
8329,Yaka (Congo),Endangered/unsafe,https://en.wal.unesco.org/languages/yaka-congo,99999,yaka1274,N/A
8330,Yaka-Pelende-Lonzo,Potentially vulnerable,https://en.wal.unesco.org/languages/yaka-pelende-lonzo,999999,yaka1269,N/A
8331,Yakaikeke,Definitely endangered,https://en.wal.unesco.org/languages/yakaikeke,99,yaka1275,N/A
8332,Yakan,Potentially vulnerable,https://en.wal.unesco.org/languages/yakan,999999,yaka1277,Philippines
8333,Yakkha,Definitely endangered,https://en.wal.unesco.org/languages/yakkha,9999,yakk1236,Nepal
8334,Yakoma,Potentially vulnerable,https://en.wal.unesco.org/languages/yakoma,999999,yako1252,N/A
8335,Yala,Potentially vulnerable,https://en.wal.unesco.org/languages/yala,999999,yala1263,N/A
8336,Yalahatan-Haruru-Awaiya,Severely endangered,https://en.wal.unesco.org/languages/yalahatan-haruru-awaiya,9999,yala1266,N/A
8337,Yalakalore,Not in use,https://en.wal.unesco.org/languages/yalakalore,0,yala1242,N/A
8338,Yalaku,Definitely endangered,https://en.wal.unesco.org/languages/yalaku,999,yelo1243,N/A
8339,Yalálag Zapotec,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
8340,Yalálag Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/yalalag-zapotec,9999,yala1267,N/A
8341,Yalarnnga,Not in use,https://en.wal.unesco.org/languages/yalarnnga,0,yala1262,N/A
8342,Yale,Definitely endangered,https://en.wal.unesco.org/languages/yale,999,yale1246,N/A
8343,Yalunka,Endangered/unsafe,https://en.wal.unesco.org/languages/yalunka,99999,yalu1240,N/A
8344,Yámana,Critically endangered,https://en.wal.unesco.org/languages/yamana,9,yama1264,N/A
8345,Yamap,Endangered/unsafe,https://en.wal.unesco.org/languages/yamap,9999,yama1260,N/A
8346,Yamasee,Not in use,https://en.wal.unesco.org/languages/yamasee,0,yama1265,N/A
8347,Yamba,Endangered/unsafe,https://en.wal.unesco.org/languages/yamba,99999,yamb1251,N/A
8348,Yambe,Endangered/unsafe,https://en.wal.unesco.org/languages/yambe,N/A,yamb1255,N/A
8349,Yambes,Definitely endangered,https://en.wal.unesco.org/languages/yambes,999,yamb1254,N/A
8350,Yambeta,Definitely endangered,https://en.wal.unesco.org/languages/yambeta,9999,yamb1252,N/A
8351,Yamdena,Endangered/unsafe,https://en.wal.unesco.org/languages/yamdena,99999,yamd1240,N/A
8352,Yameo,Not in use,https://en.wal.unesco.org/languages/yameo,0,yame1242,N/A
8353,Yami,Severely endangered,https://en.wal.unesco.org/languages/yami,9999,yami1254,N/A
8354,Yaminahua,Definitely endangered,https://en.wal.unesco.org/languages/yaminahua,9999,yami1256,Peru
8355,Yamna,Definitely endangered,https://en.wal.unesco.org/languages/yamna,999,yamn1237,N/A
8356,Yamphu,Definitely endangered,https://en.wal.unesco.org/languages/yamphu,9999,yamp1242,Nepal
8357,Yan-nhangu,Definitely endangered,https://en.wal.unesco.org/languages/yan-nhangu,99,yann1237,N/A
8358,Yan-nhangu Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/yan-nhangu-sign-language,9,N/A,N/A
8359,Yana,Not in use,https://en.wal.unesco.org/languages/yana,0,yana1271,N/A
8360,Yanacona,Not in use,https://en.wal.unesco.org/languages/yanacona,0,yana1258,N/A
8361,Yanahuanca Pasco Quechua,Severely endangered,https://en.wal.unesco.org/languages/yanahuanca-pasco-quechua,99999,yana1272,N/A
8362,Yanda,Not in use,https://en.wal.unesco.org/languages/yanda,0,yand1251,N/A
8363,Yanda Dom Dogon,Definitely endangered,https://en.wal.unesco.org/languages/yanda-dom-dogon,9999,yand1257,N/A
8364,Yandjibara,Not in use,https://en.wal.unesco.org/languages/yandjibara,0,yand1261,N/A
8365,Yandruwandha,Not in use,https://en.wal.unesco.org/languages/yandruwandha,0,yand1253,N/A
8366,Yanesha',Definitely endangered,https://en.wal.unesco.org/languages/yanesha,9999,yane1238,Peru
8367,Yang Zhuang,Potentially vulnerable,https://en.wal.unesco.org/languages/yang-zhuang,999999,yang1286,N/A
8368,Yangathimri,Not in use,https://en.wal.unesco.org/languages/yangathimri,0,yang1305,N/A
8369,Yangben,Definitely endangered,https://en.wal.unesco.org/languages/yangben,9999,yang1293,Cameroon
8370,Yangkaal,Not in use,https://en.wal.unesco.org/,N/A,N/A,N/A
8371,Yangkaal,Not in use,https://en.wal.unesco.org/languages/yangkaal,0,nyan1300,N/A
8372,Yangkam,Critically endangered,https://en.wal.unesco.org/languages/yangkam,999,yang1290,N/A
8373,Yangliu,Endangered/unsafe,https://en.wal.unesco.org/languages/yangliu,9999,yang1304,N/A
8374,Yangman,Not in use,https://en.wal.unesco.org/languages/yangman,0,yang1288,N/A
8375,Yango,Definitely endangered,https://en.wal.unesco.org/languages/yango,9999,yang1289,N/A
8376,Yangulam,Endangered/unsafe,https://en.wal.unesco.org/languages/yangulam,999,yang1298,N/A
8377,Yangum Dey,Definitely endangered,https://en.wal.unesco.org/languages/yangum-dey,999,yang1297,N/A
8378,Yangum Gel,Definitely endangered,https://en.wal.unesco.org/languages/yangum-gel,99,yang1295,N/A
8379,Yangum Mon,Definitely endangered,https://en.wal.unesco.org/languages/yangum-mon,999,yang1296,N/A
8380,Yankunytjatjara,Critically endangered,https://en.wal.unesco.org/languages/yankunytjatjara,999,yank1247,N/A
8381,Yãnoma,Definitely endangered,https://en.wal.unesco.org/languages/yanoma,9999,yano1269,N/A
8382,Yanomám,Definitely endangered,https://en.wal.unesco.org/languages/yanomam,9999,yano1262,N/A
